trkpt - lon,trkpt - lat,trkpt - ele,trkpt - time,time,Day
-58.475163,-34.574196,2.655587,2015-11-08T11:13:04.844-03:00,11:13:04:134,2015-11-08
-58.475067,-34.57415,2.6693718,2015-11-08T11:13:08.938-03:00,11:13:08:138,2015-11-08
-58.474957,-34.574078,2.6868613,2015-11-08T11:13:13.031-03:00,11:13:13:1313,2015-11-08
-58.47486,-34.574013,2.7027256,2015-11-08T11:13:17.125-03:00,11:13:17:1317,2015-11-08
-58.474766,-34.57393,2.720201,2015-11-08T11:13:21.219-03:00,11:13:21:1321,2015-11-08
-58.474663,-34.573875,2.7353494,2015-11-08T11:13:25.313-03:00,11:13:25:1325,2015-11-08
-58.474575,-34.5738,2.751847,2015-11-08T11:13:29.406-03:00,11:13:29:1329,2015-11-08
-58.474514,-34.573704,2.7679868,2015-11-08T11:13:33.500-03:00,11:13:33:1333,2015-11-08
-58.474556,-34.573605,2.7845948,2015-11-08T11:13:37.594-03:00,11:13:37:1337,2015-11-08
-58.474625,-34.57353,2.798834,2015-11-08T11:13:41.688-03:00,11:13:41:1341,2015-11-08
-58.4747,-34.57344,2.8156073,2015-11-08T11:13:45.781-03:00,11:13:45:1345,2015-11-08
-58.474796,-34.573357,2.83278,2015-11-08T11:13:49.875-03:00,11:13:49:1349,2015-11-08
-58.474873,-34.573273,2.8492503,2015-11-08T11:13:53.969-03:00,11:13:53:1353,2015-11-08
-58.474937,-34.573193,2.8639715,2015-11-08T11:13:58.063-03:00,11:13:58:1358,2015-11-08
-58.47501,-34.5731,2.8804142,2015-11-08T11:14:02.156-03:00,11:14:02:142,2015-11-08
-58.4751,-34.573017,2.8979726,2015-11-08T11:14:06.250-03:00,11:14:06:146,2015-11-08
-58.475227,-34.572987,2.9142225,2015-11-08T11:14:10.344-03:00,11:14:10:1410,2015-11-08
-58.475338,-34.57303,2.929701,2015-11-08T11:14:14.438-03:00,11:14:14:1414,2015-11-08
-58.47545,-34.57307,2.9451385,2015-11-08T11:14:18.531-03:00,11:14:18:1418,2015-11-08
-58.475548,-34.573116,2.9596946,2015-11-08T11:14:22.625-03:00,11:14:22:1422,2015-11-08
-58.475643,-34.573174,2.9743059,2015-11-08T11:14:26.719-03:00,11:14:26:1426,2015-11-08
-58.475746,-34.573254,2.991988,2015-11-08T11:14:30.813-03:00,11:14:30:1430,2015-11-08
-58.475845,-34.573338,3.0100832,2015-11-08T11:14:34.907-03:00,11:14:34:1434,2015-11-08
-58.475933,-34.57342,3.0271869,2015-11-08T11:14:39.000-03:00,11:14:39:1439,2015-11-08
-58.47595,-34.573517,3.0418532,2015-11-08T11:14:43.094-03:00,11:14:43:1443,2015-11-08
-58.47586,-34.5736,3.0591772,2015-11-08T11:14:47.188-03:00,11:14:47:1447,2015-11-08
-58.475773,-34.573677,3.0748901,2015-11-08T11:14:51.282-03:00,11:14:51:1451,2015-11-08
-58.475693,-34.573746,3.089818,2015-11-08T11:14:55.375-03:00,11:14:55:1455,2015-11-08
-58.475624,-34.573822,3.1042638,2015-11-08T11:14:59.469-03:00,11:14:59:1459,2015-11-08
-58.475567,-34.5739,3.1182277,2015-11-08T11:15:03.563-03:00,11:15:03:153,2015-11-08
-58.475513,-34.573997,3.1344776,2015-11-08T11:15:07.657-03:00,11:15:07:157,2015-11-08
-58.475452,-34.574074,3.1484141,2015-11-08T11:15:11.750-03:00,11:15:11:1511,2015-11-08
-58.475353,-34.57414,3.1643472,2015-11-08T11:15:15.844-03:00,11:15:15:1515,2015-11-08
-58.475216,-34.574127,3.1817126,2015-11-08T11:15:19.938-03:00,11:15:19:1519,2015-11-08
-58.475094,-34.57406,3.2001934,2015-11-08T11:15:24.032-03:00,11:15:24:1524,2015-11-08
-58.475,-34.574017,3.214006,2015-11-08T11:15:28.125-03:00,11:15:28:1528,2015-11-08
-58.474895,-34.57395,3.2305174,2015-11-08T11:15:32.219-03:00,11:15:32:1532,2015-11-08
-58.474804,-34.573883,3.2461338,2015-11-08T11:15:36.313-03:00,11:15:36:1536,2015-11-08
-58.474712,-34.573822,3.260938,2015-11-08T11:15:40.407-03:00,11:15:40:1540,2015-11-08
-58.474613,-34.573765,3.2763064,2015-11-08T11:15:44.501-03:00,11:15:44:1544,2015-11-08
-58.474537,-34.573685,3.2920194,2015-11-08T11:15:48.594-03:00,11:15:48:1548,2015-11-08
-58.474564,-34.57357,3.3098254,2015-11-08T11:15:52.688-03:00,11:15:52:1552,2015-11-08
-58.474644,-34.57347,3.328141,2015-11-08T11:15:56.782-03:00,11:15:56:1556,2015-11-08
-58.47473,-34.57338,3.3459332,2015-11-08T11:16:00.876-03:00,11:16:00:160,2015-11-08
-58.47482,-34.573296,3.3629956,2015-11-08T11:16:04.969-03:00,11:16:04:164,2015-11-08
-58.47489,-34.573223,3.3771248,2015-11-08T11:16:09.063-03:00,11:16:09:169,2015-11-08
-58.474968,-34.57316,3.3909786,2015-11-08T11:16:13.157-03:00,11:16:13:1613,2015-11-08
-58.47503,-34.573082,3.4051766,2015-11-08T11:16:17.251-03:00,11:16:17:1617,2015-11-08
-58.475124,-34.57301,3.4214816,2015-11-08T11:16:21.344-03:00,11:16:21:1621,2015-11-08
-58.47524,-34.573025,3.4360101,2015-11-08T11:16:25.438-03:00,11:16:25:1625,2015-11-08
-58.475365,-34.57307,3.4534307,2015-11-08T11:16:29.532-03:00,11:16:29:1629,2015-11-08
-58.475468,-34.573124,3.4688954,2015-11-08T11:16:33.626-03:00,11:16:33:1633,2015-11-08
-58.475567,-34.573196,3.485655,2015-11-08T11:16:37.719-03:00,11:16:37:1637,2015-11-08
-58.47569,-34.57325,3.5033922,2015-11-08T11:16:41.813-03:00,11:16:41:1641,2015-11-08
-58.475784,-34.57331,3.518265,2015-11-08T11:16:45.907-03:00,11:16:45:1645,2015-11-08
-58.47586,-34.573376,3.532284,2015-11-08T11:16:50.001-03:00,11:16:50:1650,2015-11-08
-58.47589,-34.57347,3.547446,2015-11-08T11:16:54.094-03:00,11:16:54:1654,2015-11-08
-58.475815,-34.57357,3.565252,2015-11-08T11:16:58.188-03:00,11:16:58:1658,2015-11-08
-58.475758,-34.57365,3.5794914,2015-11-08T11:17:02.282-03:00,11:17:02:172,2015-11-08
-58.475697,-34.57373,3.5939372,2015-11-08T11:17:06.376-03:00,11:17:06:176,2015-11-08
-58.475636,-34.573807,3.608039,2015-11-08T11:17:10.470-03:00,11:17:10:1710,2015-11-08
-58.47556,-34.5739,3.6253629,2015-11-08T11:17:14.563-03:00,11:17:14:1714,2015-11-08
-58.475494,-34.573986,3.6405113,2015-11-08T11:17:18.657-03:00,11:17:18:1718,2015-11-08
-58.475418,-34.574074,3.6575186,2015-11-08T11:17:22.751-03:00,11:17:22:1722,2015-11-08
-58.475323,-34.574135,3.6725152,2015-11-08T11:17:26.845-03:00,11:17:26:1726,2015-11-08
-58.475204,-34.57412,3.6878011,2015-11-08T11:17:30.938-03:00,11:17:30:1730,2015-11-08
-58.475094,-34.574047,3.705552,2015-11-08T11:17:35.032-03:00,11:17:35:1735,2015-11-08
-58.47501,-34.57399,3.7194197,2015-11-08T11:17:39.126-03:00,11:17:39:1739,2015-11-08
-58.474903,-34.57392,3.736441,2015-11-08T11:17:43.220-03:00,11:17:43:1743,2015-11-08
-58.474796,-34.57386,3.752732,2015-11-08T11:17:47.313-03:00,11:17:47:1747,2015-11-08
-58.474697,-34.57381,3.767591,2015-11-08T11:17:51.407-03:00,11:17:51:1751,2015-11-08
-58.474594,-34.57376,3.7824087,2015-11-08T11:17:55.501-03:00,11:17:55:1755,2015-11-08
-58.47454,-34.57367,3.79786,2015-11-08T11:17:59.595-03:00,11:17:59:1759,2015-11-08
-58.474594,-34.573593,3.8116312,2015-11-08T11:18:03.688-03:00,11:18:03:183,2015-11-08
-58.474686,-34.57351,3.8288174,2015-11-08T11:18:07.782-03:00,11:18:07:187,2015-11-08
-58.47479,-34.57345,3.8446405,2015-11-08T11:18:11.876-03:00,11:18:11:1811,2015-11-08
-58.47486,-34.57337,3.8598576,2015-11-08T11:18:15.970-03:00,11:18:15:1815,2015-11-08
-58.474915,-34.57328,3.875226,2015-11-08T11:18:20.063-03:00,11:18:20:1820,2015-11-08
-58.474976,-34.57319,3.891297,2015-11-08T11:18:24.157-03:00,11:18:24:1824,2015-11-08
-58.475056,-34.573112,3.9066932,2015-11-08T11:18:28.251-03:00,11:18:28:1828,2015-11-08
-58.47514,-34.573044,3.921497,2015-11-08T11:18:32.345-03:00,11:18:32:1832,2015-11-08
-58.47525,-34.573036,3.9357777,2015-11-08T11:18:36.439-03:00,11:18:36:1836,2015-11-08
-58.475365,-34.57308,3.9513805,2015-11-08T11:18:40.532-03:00,11:18:40:1840,2015-11-08
-58.475452,-34.573143,3.9661844,2015-11-08T11:18:44.626-03:00,11:18:44:1844,2015-11-08
-58.475567,-34.573196,3.9829025,2015-11-08T11:18:48.720-03:00,11:18:48:1848,2015-11-08
-58.475677,-34.573246,3.999056,2015-11-08T11:18:52.814-03:00,11:18:52:1852,2015-11-08
-58.47579,-34.573303,4.015044,2015-11-08T11:18:56.907-03:00,11:18:56:1856,2015-11-08
-58.47588,-34.57337,4.0307436,2015-11-08T11:19:01.001-03:00,11:19:01:191,2015-11-08
-58.475883,-34.573467,4.0455747,2015-11-08T11:19:05.095-03:00,11:19:05:195,2015-11-08
-58.47582,-34.573547,4.0605164,2015-11-08T11:19:09.189-03:00,11:19:09:199,2015-11-08
-58.47574,-34.57364,4.0773997,2015-11-08T11:19:13.282-03:00,11:19:13:1913,2015-11-08
-58.475666,-34.573715,4.0923414,2015-11-08T11:19:17.376-03:00,11:19:17:1917,2015-11-08
-58.47559,-34.573795,4.107958,2015-11-08T11:19:21.470-03:00,11:19:21:1921,2015-11-08
-58.475513,-34.57389,4.1251855,2015-11-08T11:19:25.564-03:00,11:19:25:1925,2015-11-08
-58.475464,-34.57397,4.1390257,2015-11-08T11:19:29.657-03:00,11:19:29:1929,2015-11-08
-58.475403,-34.574055,4.154243,2015-11-08T11:19:33.751-03:00,11:19:33:1933,2015-11-08
-58.475323,-34.574135,4.1702585,2015-11-08T11:19:37.845-03:00,11:19:37:1937,2015-11-08
-58.475197,-34.57413,4.185889,2015-11-08T11:19:41.939-03:00,11:19:41:1941,2015-11-08
-58.475082,-34.57409,4.202042,2015-11-08T11:19:46.032-03:00,11:19:46:1946,2015-11-08
-58.47499,-34.57403,4.2164054,2015-11-08T11:19:50.126-03:00,11:19:50:1950,2015-11-08
-58.4749,-34.573956,4.232559,2015-11-08T11:19:54.220-03:00,11:19:54:1954,2015-11-08
-58.474815,-34.573883,4.2483683,2015-11-08T11:19:58.314-03:00,11:19:58:1958,2015-11-08
-58.474693,-34.57384,4.264797,2015-11-08T11:20:02.408-03:00,11:20:02:202,2015-11-08
-58.4746,-34.57378,4.279973,2015-11-08T11:20:06.501-03:00,11:20:06:206,2015-11-08
-58.474613,-34.57366,4.2978616,2015-11-08T11:20:10.595-03:00,11:20:10:2010,2015-11-08
-58.474667,-34.57357,4.3139462,2015-11-08T11:20:14.689-03:00,11:20:14:2014,2015-11-08
-58.474724,-34.573486,4.3286266,2015-11-08T11:20:18.783-03:00,11:20:18:2018,2015-11-08
-58.474792,-34.573383,4.346267,2015-11-08T11:20:22.876-03:00,11:20:22:2022,2015-11-08
-58.474873,-34.573288,4.363963,2015-11-08T11:20:26.970-03:00,11:20:26:2026,2015-11-08
-58.47494,-34.573204,4.3799515,2015-11-08T11:20:31.064-03:00,11:20:31:2031,2015-11-08
-58.475006,-34.573116,4.3953753,2015-11-08T11:20:35.158-03:00,11:20:35:2035,2015-11-08
-58.475094,-34.573036,4.411873,2015-11-08T11:20:39.251-03:00,11:20:39:2039,2015-11-08
-58.475193,-34.57299,4.4260707,2015-11-08T11:20:43.345-03:00,11:20:43:2043,2015-11-08
-58.47532,-34.573025,4.44272,2015-11-08T11:20:47.439-03:00,11:20:47:2047,2015-11-08
-58.47543,-34.573082,4.4593143,2015-11-08T11:20:51.533-03:00,11:20:51:2051,2015-11-08
-58.475502,-34.573154,4.473774,2015-11-08T11:20:55.626-03:00,11:20:55:2055,2015-11-08
-58.4756,-34.573227,4.4904785,2015-11-08T11:20:59.720-03:00,11:20:59:2059,2015-11-08
-58.475704,-34.57328,4.5058055,2015-11-08T11:21:03.814-03:00,11:21:03:213,2015-11-08
-58.47581,-34.57332,4.520362,2015-11-08T11:21:07.908-03:00,11:21:07:217,2015-11-08
-58.475903,-34.573376,4.5352483,2015-11-08T11:21:12.002-03:00,11:21:12:2112,2015-11-08
-58.47591,-34.57349,4.5525723,2015-11-08T11:21:16.095-03:00,11:21:16:2116,2015-11-08
-58.475853,-34.573566,4.5665503,2015-11-08T11:21:20.189-03:00,11:21:20:2120,2015-11-08
-58.475777,-34.57364,4.581368,2015-11-08T11:21:24.283-03:00,11:21:24:2124,2015-11-08
-58.47569,-34.573708,4.596337,2015-11-08T11:21:28.377-03:00,11:21:28:2128,2015-11-08
-58.475605,-34.573803,4.614267,2015-11-08T11:21:32.470-03:00,11:21:32:2132,2015-11-08
-58.475533,-34.573902,4.6322246,2015-11-08T11:21:36.564-03:00,11:21:36:2136,2015-11-08
-58.47546,-34.573994,4.6489153,2015-11-08T11:21:40.658-03:00,11:21:40:2140,2015-11-08
-58.475407,-34.574074,4.6630993,2015-11-08T11:21:44.752-03:00,11:21:44:2144,2015-11-08
-58.4753,-34.57414,4.6793904,2015-11-08T11:21:48.845-03:00,11:21:48:2148,2015-11-08
-58.475166,-34.574123,4.6965494,2015-11-08T11:21:52.939-03:00,11:21:52:2152,2015-11-08
-58.47507,-34.574078,4.710513,2015-11-08T11:21:57.033-03:00,11:21:57:2157,2015-11-08
-58.474953,-34.574017,4.72792,2015-11-08T11:22:01.127-03:00,11:22:01:221,2015-11-08
-58.47485,-34.573963,4.7435503,2015-11-08T11:22:05.220-03:00,11:22:05:225,2015-11-08
-58.474735,-34.573902,4.7604613,2015-11-08T11:22:09.314-03:00,11:22:09:229,2015-11-08
-58.47463,-34.573853,4.77605,2015-11-08T11:22:13.408-03:00,11:22:13:2213,2015-11-08
-58.47453,-34.5738,4.791102,2015-11-08T11:22:17.502-03:00,11:22:17:2217,2015-11-08
-58.474503,-34.5737,4.806746,2015-11-08T11:22:21.595-03:00,11:22:21:2221,2015-11-08
-58.474575,-34.573605,4.8240147,2015-11-08T11:22:25.689-03:00,11:22:25:2225,2015-11-08
-58.474655,-34.573505,4.8420277,2015-11-08T11:22:29.783-03:00,11:22:29:2229,2015-11-08
-58.47472,-34.57343,4.85657,2015-11-08T11:22:33.877-03:00,11:22:33:2233,2015-11-08
-58.474796,-34.573338,4.873715,2015-11-08T11:22:37.971-03:00,11:22:37:2237,2015-11-08
-58.474876,-34.573242,4.8914657,2015-11-08T11:22:42.064-03:00,11:22:42:2242,2015-11-08
-58.474957,-34.573177,4.905416,2015-11-08T11:22:46.158-03:00,11:22:46:2246,2015-11-08
-58.475033,-34.57309,4.9219966,2015-11-08T11:22:50.252-03:00,11:22:50:2250,2015-11-08
-58.47512,-34.573017,4.937654,2015-11-08T11:22:54.346-03:00,11:22:54:2254,2015-11-08
-58.475235,-34.573006,4.9521413,2015-11-08T11:22:58.439-03:00,11:22:58:2258,2015-11-08
-58.475334,-34.573055,4.966945,2015-11-08T11:23:02.533-03:00,11:23:02:232,2015-11-08
-58.475426,-34.57311,4.9809093,2015-11-08T11:23:06.627-03:00,11:23:06:236,2015-11-08
-58.475517,-34.57319,4.9976687,2015-11-08T11:23:10.721-03:00,11:23:10:2310,2015-11-08
-58.475597,-34.57325,5.011784,2015-11-08T11:23:14.814-03:00,11:23:14:2314,2015-11-08
-58.475697,-34.57333,5.0289154,2015-11-08T11:23:18.908-03:00,11:23:18:2318,2015-11-08
-58.475796,-34.573368,5.042742,2015-11-08T11:23:23.002-03:00,11:23:23:2323,2015-11-08
-58.475914,-34.573414,5.059281,2015-11-08T11:23:27.096-03:00,11:23:27:2327,2015-11-08
-58.47592,-34.573524,5.075944,2015-11-08T11:23:31.189-03:00,11:23:31:2331,2015-11-08
-58.475853,-34.573593,5.0899763,2015-11-08T11:23:35.283-03:00,11:23:35:2335,2015-11-08
-58.475777,-34.573666,5.104395,2015-11-08T11:23:39.377-03:00,11:23:39:2339,2015-11-08
-58.475677,-34.57375,5.12238,2015-11-08T11:23:43.471-03:00,11:23:43:2343,2015-11-08
-58.475586,-34.573833,5.1398144,2015-11-08T11:23:47.564-03:00,11:23:47:2347,2015-11-08
-58.475502,-34.57391,5.155224,2015-11-08T11:23:51.658-03:00,11:23:51:2351,2015-11-08
-58.475437,-34.573982,5.169243,2015-11-08T11:23:55.752-03:00,11:23:55:2355,2015-11-08
-58.47536,-34.574078,5.1867046,2015-11-08T11:23:59.846-03:00,11:23:59:2359,2015-11-08
-58.475258,-34.574146,5.2032714,2015-11-08T11:24:03.940-03:00,11:24:03:243,2015-11-08
-58.47513,-34.574123,5.2202787,2015-11-08T11:24:08.033-03:00,11:24:08:248,2015-11-08
-58.475,-34.574074,5.23803,2015-11-08T11:24:12.127-03:00,11:24:12:2412,2015-11-08
-58.474888,-34.57402,5.25472,2015-11-08T11:24:16.221-03:00,11:24:16:2416,2015-11-08
-58.474785,-34.57398,5.2690563,2015-11-08T11:24:20.315-03:00,11:24:20:2420,2015-11-08
-58.474674,-34.573925,5.2849894,2015-11-08T11:24:24.408-03:00,11:24:24:2424,2015-11-08
-58.474575,-34.57387,5.300082,2015-11-08T11:24:28.502-03:00,11:24:28:2428,2015-11-08
-58.474503,-34.57379,5.3154783,2015-11-08T11:24:32.596-03:00,11:24:32:2432,2015-11-08
-58.47455,-34.57368,5.3334775,2015-11-08T11:24:36.690-03:00,11:24:36:2436,2015-11-08
-58.474613,-34.573593,5.3489423,2015-11-08T11:24:40.783-03:00,11:24:40:2440,2015-11-08
-58.4747,-34.573513,5.3658257,2015-11-08T11:24:44.877-03:00,11:24:44:2444,2015-11-08
-58.474773,-34.57342,5.3822,2015-11-08T11:24:48.971-03:00,11:24:48:2448,2015-11-08
-58.47485,-34.57333,5.3995514,2015-11-08T11:24:53.065-03:00,11:24:53:2453,2015-11-08
-58.47493,-34.573242,5.4165034,2015-11-08T11:24:57.158-03:00,11:24:57:2457,2015-11-08
-58.474995,-34.573162,5.4312663,2015-11-08T11:25:01.252-03:00,11:25:01:251,2015-11-08
-58.475048,-34.573074,5.446015,2015-11-08T11:25:05.346-03:00,11:25:05:255,2015-11-08
-58.475132,-34.573,5.4615765,2015-11-08T11:25:09.440-03:00,11:25:09:259,2015-11-08
-58.47525,-34.572994,5.4765453,2015-11-08T11:25:13.534-03:00,11:25:13:2513,2015-11-08
-58.47537,-34.57306,5.4942,2015-11-08T11:25:17.627-03:00,11:25:17:2517,2015-11-08
-58.475456,-34.573128,5.5095687,2015-11-08T11:25:21.721-03:00,11:25:21:2521,2015-11-08
-58.475548,-34.573208,5.5266724,2015-11-08T11:25:25.815-03:00,11:25:25:2525,2015-11-08
-58.475643,-34.57327,5.5419445,2015-11-08T11:25:29.909-03:00,11:25:29:2529,2015-11-08
-58.475746,-34.573326,5.557671,2015-11-08T11:25:34.002-03:00,11:25:34:2534,2015-11-08
-58.47585,-34.573395,5.5744033,2015-11-08T11:25:38.096-03:00,11:25:38:2538,2015-11-08
-58.475906,-34.573483,5.5897164,2015-11-08T11:25:42.190-03:00,11:25:42:2542,2015-11-08
-58.475857,-34.57359,5.607082,2015-11-08T11:25:46.284-03:00,11:25:46:2546,2015-11-08
-58.475765,-34.573673,5.624406,2015-11-08T11:25:50.377-03:00,11:25:50:2550,2015-11-08
-58.475697,-34.57375,5.638852,2015-11-08T11:25:54.471-03:00,11:25:54:2554,2015-11-08
-58.475628,-34.573822,5.6531324,2015-11-08T11:25:58.565-03:00,11:25:58:2558,2015-11-08
-58.475548,-34.573906,5.669355,2015-11-08T11:26:02.659-03:00,11:26:02:262,2015-11-08
-58.475483,-34.573982,5.683498,2015-11-08T11:26:06.752-03:00,11:26:06:266,2015-11-08
-58.475403,-34.57407,5.7003813,2015-11-08T11:26:10.846-03:00,11:26:10:2610,2015-11-08
-58.475304,-34.574146,5.7175126,2015-11-08T11:26:14.940-03:00,11:26:14:2614,2015-11-08
-58.47519,-34.574158,5.7319584,2015-11-08T11:26:19.034-03:00,11:26:19:2619,2015-11-08
-58.475075,-34.574104,5.7487454,2015-11-08T11:26:23.127-03:00,11:26:23:2623,2015-11-08
-58.474976,-34.574043,5.764224,2015-11-08T11:26:27.221-03:00,11:26:27:2627,2015-11-08
-58.474884,-34.57397,5.7803087,2015-11-08T11:26:31.315-03:00,11:26:31:2631,2015-11-08
-58.47477,-34.573914,5.797192,2015-11-08T11:26:35.409-03:00,11:26:35:2635,2015-11-08
-58.474674,-34.57385,5.812588,2015-11-08T11:26:39.503-03:00,11:26:39:2639,2015-11-08
-58.474606,-34.573776,5.8269105,2015-11-08T11:26:43.596-03:00,11:26:43:2643,2015-11-08
-58.474613,-34.57367,5.843064,2015-11-08T11:26:47.690-03:00,11:26:47:2647,2015-11-08
-58.474686,-34.57358,5.859217,2015-11-08T11:26:51.784-03:00,11:26:51:2651,2015-11-08
-58.47477,-34.57349,5.876913,2015-11-08T11:26:55.878-03:00,11:26:55:2655,2015-11-08
-58.474827,-34.573414,5.890712,2015-11-08T11:26:59.971-03:00,11:26:59:2659,2015-11-08
-58.47489,-34.573315,5.9079394,2015-11-08T11:27:04.065-03:00,11:27:04:274,2015-11-08
-58.47495,-34.57322,5.9242034,2015-11-08T11:27:08.159-03:00,11:27:08:278,2015-11-08
-58.475002,-34.57314,5.93836,2015-11-08T11:27:12.253-03:00,11:27:12:2712,2015-11-08
-58.475082,-34.57305,5.9552298,2015-11-08T11:27:16.346-03:00,11:27:16:2716,2015-11-08
-58.475197,-34.573013,5.9704604,2015-11-08T11:27:20.440-03:00,11:27:20:2720,2015-11-08
-58.4753,-34.573063,5.98554,2015-11-08T11:27:24.534-03:00,11:27:24:2724,2015-11-08
-58.475388,-34.57313,6.000991,2015-11-08T11:27:28.628-03:00,11:27:28:2728,2015-11-08
-58.475464,-34.573204,6.0155334,2015-11-08T11:27:32.721-03:00,11:27:32:2732,2015-11-08
-58.475544,-34.573265,6.029346,2015-11-08T11:27:36.815-03:00,11:27:36:2736,2015-11-08
-58.475643,-34.573315,6.0440946,2015-11-08T11:27:40.909-03:00,11:27:40:2740,2015-11-08
-58.475758,-34.573368,6.060992,2015-11-08T11:27:45.003-03:00,11:27:45:2745,2015-11-08
-58.475857,-34.57342,6.075713,2015-11-08T11:27:49.096-03:00,11:27:49:2749,2015-11-08
-58.475906,-34.573505,6.0900626,2015-11-08T11:27:53.190-03:00,11:27:53:2753,2015-11-08
-58.475845,-34.57361,6.1072626,2015-11-08T11:27:57.284-03:00,11:27:57:2757,2015-11-08
-58.475746,-34.57368,6.124243,2015-11-08T11:28:01.378-03:00,11:28:01:281,2015-11-08
-58.475655,-34.573753,6.1401896,2015-11-08T11:28:05.472-03:00,11:28:05:285,2015-11-08
-58.47559,-34.573833,6.1549244,2015-11-08T11:28:09.565-03:00,11:28:09:289,2015-11-08
-58.47552,-34.57392,6.171078,2015-11-08T11:28:13.659-03:00,11:28:13:2813,2015-11-08
-58.47545,-34.573997,6.185758,2015-11-08T11:28:17.753-03:00,11:28:17:2817,2015-11-08
-58.47539,-34.574085,6.2008514,2015-11-08T11:28:21.847-03:00,11:28:21:2821,2015-11-08
-58.475304,-34.574154,6.2162614,2015-11-08T11:28:25.940-03:00,11:28:25:2825,2015-11-08
-58.47517,-34.574177,6.233296,2015-11-08T11:28:30.034-03:00,11:28:30:2830,2015-11-08
-58.475056,-34.574116,6.250689,2015-11-08T11:28:34.128-03:00,11:28:34:2834,2015-11-08
-58.47497,-34.574047,6.2654653,2015-11-08T11:28:38.222-03:00,11:28:38:2838,2015-11-08
-58.47488,-34.57399,6.27998,2015-11-08T11:28:42.315-03:00,11:28:42:2842,2015-11-08
-58.474766,-34.573933,6.29707,2015-11-08T11:28:46.409-03:00,11:28:46:2846,2015-11-08
-58.47467,-34.573853,6.3140635,2015-11-08T11:28:50.503-03:00,11:28:50:2850,2015-11-08
-58.474598,-34.57378,6.3286886,2015-11-08T11:28:54.597-03:00,11:28:54:2854,2015-11-08
-58.47456,-34.573692,6.3427215,2015-11-08T11:28:58.690-03:00,11:28:58:2858,2015-11-08
-58.4746,-34.573605,6.3575115,2015-11-08T11:29:02.784-03:00,11:29:02:292,2015-11-08
-58.474663,-34.573513,6.3734174,2015-11-08T11:29:06.878-03:00,11:29:06:296,2015-11-08
-58.47473,-34.57343,6.3887167,2015-11-08T11:29:10.972-03:00,11:29:10:2910,2015-11-08
-58.4748,-34.57336,6.402543,2015-11-08T11:29:15.065-03:00,11:29:15:2915,2015-11-08
-58.474884,-34.57328,6.4185038,2015-11-08T11:29:19.159-03:00,11:29:19:2919,2015-11-08
-58.474964,-34.573193,6.435346,2015-11-08T11:29:23.253-03:00,11:29:23:2923,2015-11-08
-58.475025,-34.573112,6.4499984,2015-11-08T11:29:27.347-03:00,11:29:27:2927,2015-11-08
-58.475098,-34.57303,6.4658628,2015-11-08T11:29:31.441-03:00,11:29:31:2931,2015-11-08
-58.475197,-34.57299,6.4797163,2015-11-08T11:29:35.534-03:00,11:29:35:2935,2015-11-08
-58.475307,-34.573036,6.494851,2015-11-08T11:29:39.628-03:00,11:29:39:2939,2015-11-08
-58.475388,-34.57311,6.5101643,2015-11-08T11:29:43.722-03:00,11:29:43:2943,2015-11-08
-58.475483,-34.5732,6.5283284,2015-11-08T11:29:47.816-03:00,11:29:47:2947,2015-11-08
-58.475563,-34.573265,6.542774,2015-11-08T11:29:51.909-03:00,11:29:51:2951,2015-11-08
-58.475666,-34.573334,6.5594788,2015-11-08T11:29:56.003-03:00,11:29:56:2956,2015-11-08
-58.475773,-34.573383,6.575109,2015-11-08T11:30:00.097-03:00,11:30:00:300,2015-11-08
-58.475872,-34.573437,6.5899816,2015-11-08T11:30:04.191-03:00,11:30:04:304,2015-11-08
-58.475937,-34.57351,6.6037803,2015-11-08T11:30:08.284-03:00,11:30:08:308,2015-11-08
-58.475906,-34.573612,6.619631,2015-11-08T11:30:12.378-03:00,11:30:12:3012,2015-11-08
-58.475822,-34.573673,6.633898,2015-11-08T11:30:16.472-03:00,11:30:16:3016,2015-11-08
-58.47574,-34.573734,6.647848,2015-11-08T11:30:20.566-03:00,11:30:20:3020,2015-11-08
-58.475643,-34.573807,6.664442,2015-11-08T11:30:24.659-03:00,11:30:24:3024,2015-11-08
-58.47556,-34.573883,6.6801,2015-11-08T11:30:28.753-03:00,11:30:28:3028,2015-11-08
-58.47548,-34.57397,6.696942,2015-11-08T11:30:32.847-03:00,11:30:32:3032,2015-11-08
-58.475407,-34.574055,6.7126412,2015-11-08T11:30:36.941-03:00,11:30:36:3036,2015-11-08
-58.47534,-34.574146,6.728822,2015-11-08T11:30:41.035-03:00,11:30:41:3041,2015-11-08
-58.47522,-34.57416,6.7445626,2015-11-08T11:30:45.128-03:00,11:30:45:3045,2015-11-08
-58.475113,-34.5741,6.760661,2015-11-08T11:30:49.222-03:00,11:30:49:3049,2015-11-08
-58.475018,-34.57403,6.7766905,2015-11-08T11:30:53.316-03:00,11:30:53:3053,2015-11-08
-58.474922,-34.57398,6.7911916,2015-11-08T11:30:57.410-03:00,11:30:57:3057,2015-11-08
-58.474823,-34.573936,6.8055964,2015-11-08T11:31:01.503-03:00,11:31:01:311,2015-11-08
-58.474716,-34.573906,6.8195186,2015-11-08T11:31:05.597-03:00,11:31:05:315,2015-11-08
-58.47461,-34.573856,6.835204,2015-11-08T11:31:09.691-03:00,11:31:09:319,2015-11-08
